Name1	Name2	Connection
贾琼	贾珠	1
贾芬	贾芳	3
李贵	贾珠	3
贾宝玉	李贵	5
贾宝玉	史鼎	3
王荣	贾珠	1
李贵	史鼎	1
史鼎	贾珠	2
贾芳	贾珠	3
痴梦仙姑	度恨菩提	1
痴梦仙姑	引愁金女	1
痴梦仙姑	秦钟	1
度恨菩提	引愁金女	1
度恨菩提	秦钟	1
引愁金女	秦钟	1
琥珀	玻璃	2
琥珀	贾琼	1
玻璃	贾琼	1
李贵	李纨	2
王荣	秦可卿	1
王狗	秦可卿	1
贾宝玉	秦可卿	1
袭人	秦可卿	1
王荣	贾宝玉	14
王荣	刘姥姥	3
王荣	傅试	2
贾宝玉	刘姥姥	7
贾宝玉	傅试	7
刘姥姥	傅试	1
袭人	傅试	1
王荣	贾葛	2
王成	秦业	7
王狗	王成	8
王狗	板儿	2
王狗	青儿	1
王狗	刘氏	3
板儿	青儿	1
板儿	刘氏	1
青儿	刘氏	1
王狗	刘姥姥	3
刘姥姥	刘氏	1
刘姥姥	王成	5
王狗	贾瑞	2
板儿	贾瑞	7
刘姥姥	板儿	14
王荣	板儿	1
刘姥姥	贾瑞	18
李贵	刘姥姥	2
板儿	贾琏	1
贾琏	贾瑞	4
平儿	刘姥姥	9
平儿	贾瑞	8
平儿	板儿	1
刘姥姥	秦钟	3
平儿	秦钟	2
贾蓉	玻璃	2
刘姥姥	王夫人	7
刘姥姥	贾宝玉	1
刘姥姥	贾琏	1
刘姥姥	王熙凤	1
王夫人	贾宝玉	14
王夫人	贾琏	2
王夫人	王熙凤	1
王夫人	贾瑞	2
王夫人	秦钟	1
贾宝玉	贾琏	16
贾宝玉	王熙凤	2
贾宝玉	贾瑞	9
贾宝玉	秦钟	49
贾琏	王熙凤	3
贾琏	秦钟	1
王熙凤	贾瑞	2
王熙凤	秦钟	1
贾瑞	秦钟	7
金钏	王夫人	11
贾瑞	王夫人	7
莺儿	薛宝钗	14
王成	薛宝钗	23
王成	贾瑞	4
薛宝钗	贾瑞	6
金钏	贾瑞	4
金钏	贾菱	2
贾菱	贾瑞	3
金钏	贾蓉	1
贾蓉	贾瑞	3
贾宝玉	王夫人	94
李纨	林黛玉	1
李纨	王夫人	12
司棋	贾探春	3
司棋	贾迎春	6
司棋	贾瑞	6
司棋	秦钟	1
贾探春	贾瑞	2
贾探春	秦钟	3
贾迎春	贾瑞	2
贾迎春	秦钟	1
贾惜春	贾瑞	2
贾惜春	智能	2
贾瑞	智能	4
贾惜春	入画	5
入画	智能	1
贾惜春	王信	1
贾瑞	王信	1
玻璃	李纨	2
丰儿	贾瑞	2
丰儿	平儿	6
贾宝玉	贾环	30
林黛玉	贾环	2
林黛玉	贾瑞	1
贾蓉	尤氏	24
贾宝玉	尤氏	6
尤氏	王成	3
贾蓉	王成	6
王狗	秦钟	1
王成	秦钟	6
李贵	秦钟	6
秦钟	秦业	5
尤氏	焦大	2
焦大	贾珍	3
贾蓉	焦大	1
王荣	秦业	3
王荣	焦大	1
秦业	焦大	1
秦业	李贵	1
焦大	李贵	1
贾宝玉	薛宝钗	98
尤氏	林黛玉	2
贾宝玉	王仁	3
贾宝玉	詹光	1
王仁	詹光	2
吴新登	戴良	1
吴新登	贾宝玉	2
戴良	贾宝玉	1
钱华	贾宝玉	1
薛宝钗	李纹	2
莺儿	贾宝玉	7
薛宝钗	贾宝玉	3
贾宝玉	王信	27
贾宝玉	贾珍	18
王信	贾珍	5
雪雁	紫鹃	9
林黛玉	紫鹃	21
晴雯	贾珍	1
贾宝玉	茜雪	3
贾敬	茜雪	1
袭人	秦钟	5
秦钟	王夫人	2
秦业	王夫人	4
贾蓉	贾葛	1
贾代儒	王成	1
贾代儒	秦钟	2
贾代儒	秦业	2
李贵	贾代儒	1
李贵	贾敬	2
贾代儒	贾敬	1
贾敬	秦钟	2
王信	秦业	2
袭人	贾政	4
袭人	王夫人	26
贾宝玉	麝月	46
晴雯	麝月	30
贾宝玉	贾政	71
李贵	贾萍	1
林黛玉	秦钟	3
贾代儒	薛蟠	1
贾代儒	王夫人	1
贾代儒	贾瑞	3
薛蟠	秦钟	1
王荣	贾瑞	12
秦钟	贾瑞	3
贾瑞	薛蟠	2
薛蟠	贾萍	2
贾蓉	贾蔷	5
贾珍	贾蔷	5
王荣	贾蓉	5
贾蓉	秦钟	3
茗烟	贾宝玉	23
贾宝玉	贾蔷	10
贾宝玉	茗烟	4
王荣	贾蔷	2
王荣	茗烟	4
贾蔷	茗烟	1
贾蔷	秦钟	1
茗烟	秦钟	3
茗烟	王信	3
茗烟	王荣	3
茗烟	贾蔷	1
王信	王荣	1
王信	贾蔷	1
茗烟	贾瑞	1
贾菌	贾兰	4
王荣	贾菌	1
茗烟	墨雨	1
茗烟	锄药	1
贾宝玉	墨雨	1
贾宝玉	锄药	3
墨雨	锄药	2
李贵	茗烟	4
李贵	贾瑞	5
贾瑞	茗烟	2
茗烟	贾璜	1
李贵	贾璜	1
李贵	王狗	1
贾宝玉	贾璜	2
贾宝玉	王狗	1
贾璜	王狗	1
贾宝玉	贾源	2
贾源	贾瑞	1
贾源	秦钟	1
胡氏	王成	1
胡氏	贾琏	1
王成	贾琏	10
王荣	贾璜	2
王荣	尤氏	6
贾璜	尤氏	1
贾璜	秦业	1
尤氏	秦业	1
贾璜	秦钟	1
秦钟	贾珍	3
尤氏	贾璜	1
尤氏	金氏	2
贾璜	贾珍	1
贾璜	金氏	1
贾珍	金氏	2
秦钟	金氏	1
贾蓉	王夫人	10
贾珍	王熙凤	2
贾珍	贾瑞	2
贾珍	贾敬	3
贾珍	贾蓉	6
王熙凤	贾敬	1
王熙凤	贾蓉	1
贾瑞	贾敬	1
贾瑞	贾蓉	2
贾敬	贾蓉	1
贾琏	贾蔷	5
王成	王夫人	8
尤氏	贾芳	3
贾芳	王夫人	5
贾宝玉	贾蓉	9
李婶娘	贾敬	1
贾蓉	贾芳	5
李贵	贾珍	8
李贵	王夫人	5
平儿	王夫人	7
平儿	王熙凤	2
贾瑞	王熙凤	1
贾瑞	贾珍	1
贾瑞	秦业	2
王信	贾瑞	3
贾瑞	贾蔷	4
贾蓉	贾琏	18
贾代儒	贾效	2
贾代儒	王荣	1
贾瑞	贾效	1
贾瑞	警幻仙子	1
傅试	贾瑞	1
王荣	贾珍	7
王信	林黛玉	4
平儿	贾琏	33
平儿	林黛玉	5
平儿	秦可卿	1
贾琏	秦可卿	1
林黛玉	秦可卿	1
王熙凤	秦可卿	1
贾代儒	贾代修	1
贾代儒	贾芝	1
贾代儒	贾敦	1
贾代儒	贾敕	1
贾代儒	贾菌	1
贾代儒	贾赦	1
贾代儒	贾珩	1
贾代儒	贾萍	1
贾代儒	贾璘	1
贾代儒	贾菖	1
贾代儒	贾芬	1
贾代儒	贾蘅	1
贾代儒	贾琛	1
贾代儒	贾芹	1
贾代儒	贾藻	1
贾代儒	贾兰	1
贾代儒	贾蓁	1
贾代儒	贾政	3
贾代儒	贾芳	1
贾代儒	贾琼	1
贾代儒	贾菱	1
贾代儒	贾芸	1
贾代儒	贾琮	1
贾代儒	贾蔷	1
贾代儒	贾珖	1
贾代修	贾芝	1
贾代修	贾敦	1
贾代修	贾敕	1
贾代修	贾菌	1
贾代修	贾赦	1
贾代修	贾珩	1
贾代修	贾萍	1
贾代修	贾璘	1
贾代修	贾菖	1
贾代修	贾芬	1
贾代修	贾蘅	1
贾代修	贾琛	1
贾代修	贾芹	1
贾代修	贾藻	1
贾代修	贾兰	1
贾代修	贾蓁	1
贾代修	贾政	1
贾代修	贾芳	1
贾代修	贾琼	1
贾代修	贾菱	1
贾代修	贾芸	1
贾代修	贾琮	1
贾代修	贾蔷	1
贾代修	贾珖	1
贾代修	贾效	1
贾芝	贾敦	1
贾芝	贾敕	1
贾芝	贾菌	1
贾芝	贾赦	1
贾芝	贾珩	1
贾芝	贾萍	1
贾芝	贾璘	1
贾芝	贾菖	1
贾芝	贾芬	1
贾芝	贾蘅	1
贾芝	贾琛	1
贾芝	贾芹	1
贾芝	贾藻	1
贾芝	贾兰	1
贾芝	贾蓁	1
贾芝	贾政	1
贾芝	贾芳	1
贾芝	贾琼	1
贾芝	贾菱	1
贾芝	贾芸	1
贾芝	贾琮	1
贾芝	贾蔷	1
贾芝	贾珖	1
贾芝	贾效	1
贾敦	贾敕	1
贾敦	贾菌	1
贾敦	贾赦	1
贾敦	贾珩	1
贾敦	贾萍	1
贾敦	贾璘	1
贾敦	贾菖	1
贾敦	贾芬	1
贾敦	贾蘅	1
贾敦	贾琛	1
贾敦	贾芹	1
贾敦	贾藻	1
贾敦	贾兰	1
贾敦	贾蓁	1
贾敦	贾政	1
贾敦	贾芳	1
贾敦	贾琼	1
贾敦	贾菱	1
贾敦	贾芸	1
贾敦	贾琮	1
贾敦	贾蔷	1
贾敦	贾珖	1
贾敦	贾效	1
贾敕	贾菌	1
贾敕	贾赦	1
贾敕	贾珩	1
贾敕	贾萍	1
贾敕	贾璘	1
贾敕	贾菖	1
贾敕	贾芬	1
贾敕	贾蘅	1
贾敕	贾琛	1
贾敕	贾芹	1
贾敕	贾藻	1
贾敕	贾兰	1
贾敕	贾蓁	1
贾敕	贾政	2
贾敕	贾芳	1
贾敕	贾琼	1
贾敕	贾菱	1
贾敕	贾芸	1
贾敕	贾琮	1
贾敕	贾蔷	1
贾敕	贾珖	1
贾敕	贾效	1
贾菌	贾赦	1
贾菌	贾珩	1
贾菌	贾萍	1
贾菌	贾璘	1
贾菌	贾菖	2
贾菌	贾芬	1
贾菌	贾蘅	1
贾菌	贾琛	1
贾菌	贾芹	2
贾菌	贾藻	1
贾菌	贾蓁	1
贾菌	贾政	1
贾菌	贾芳	1
贾菌	贾琼	1
贾菌	贾菱	2
贾菌	贾芸	2
贾菌	贾琮	1
贾菌	贾蔷	1
贾菌	贾珖	1
贾菌	贾效	1
贾赦	贾珩	1
贾赦	贾萍	2
贾赦	贾璘	1
贾赦	贾菖	2
贾赦	贾芬	1
贾赦	贾蘅	1
贾赦	贾琛	1
贾赦	贾芹	1
贾赦	贾藻	1
贾赦	贾兰	2
贾赦	贾蓁	1
贾赦	贾芳	1
贾赦	贾琼	1
贾赦	贾菱	1
贾赦	贾芸	2
贾赦	贾琮	2
贾赦	贾蔷	2
贾赦	贾珖	1
贾赦	贾效	3
贾珩	贾萍	1
贾珩	贾璘	1
贾珩	贾菖	2
贾珩	贾芬	1
贾珩	贾蘅	1
贾珩	贾琛	1
贾珩	贾芹	1
贾珩	贾藻	1
贾珩	贾兰	1
贾珩	贾蓁	1
贾珩	贾政	1
贾珩	贾芳	1
贾珩	贾琼	1
贾珩	贾菱	2
贾珩	贾芸	1
贾珩	贾琮	1
贾珩	贾蔷	1
贾珩	贾珖	2
贾珩	贾效	1
贾萍	贾璘	1
贾萍	贾菖	1
贾萍	贾芬	1
贾萍	贾蘅	1
贾萍	贾琛	1
贾萍	贾芹	1
贾萍	贾藻	1
贾萍	贾兰	1
贾萍	贾蓁	1
贾萍	贾政	3
贾萍	贾芳	1
贾萍	贾琼	1
贾萍	贾菱	1
贾萍	贾芸	1
贾萍	贾琮	1
贾萍	贾蔷	1
贾萍	贾珖	1
贾萍	贾效	1
贾璘	贾菖	1
贾璘	贾芬	1
贾璘	贾蘅	1
贾璘	贾琛	1
贾璘	贾芹	1
贾璘	贾藻	1
贾璘	贾兰	1
贾璘	贾蓁	1
贾璘	贾政	1
贾璘	贾芳	1
贾璘	贾琼	1
贾璘	贾菱	1
贾璘	贾芸	1
贾璘	贾琮	1
贾璘	贾蔷	1
贾璘	贾珖	1
贾璘	贾效	1
贾菖	贾芬	1
贾菖	贾蘅	1
贾菖	贾琛	1
贾菖	贾芹	1
贾菖	贾藻	1
贾菖	贾兰	1
贾菖	贾蓁	1
贾菖	贾政	1
贾菖	贾芳	1
贾菖	贾琼	1
贾菖	贾菱	1
贾菖	贾芸	1
贾菖	贾琮	1
贾菖	贾蔷	1
贾菖	贾珖	1
贾菖	贾效	1
贾芬	贾蘅	1
贾芬	贾琛	1
贾芬	贾芹	1
贾芬	贾藻	1
贾芬	贾兰	1
贾芬	贾蓁	1
贾芬	贾政	2
贾芬	贾琼	1
贾芬	贾菱	1
贾芬	贾芸	1
贾芬	贾琮	1
贾芬	贾蔷	1
贾芬	贾珖	1
贾芬	贾效	1
贾蘅	贾琛	1
贾蘅	贾芹	1
贾蘅	贾藻	1
贾蘅	贾兰	4
贾蘅	贾蓁	1
贾蘅	贾政	3
贾蘅	贾芳	3
贾蘅	贾琼	1
贾蘅	贾菱	3
贾蘅	贾芸	3
贾蘅	贾琮	1
贾蘅	贾蔷	1
贾蘅	贾珖	1
贾蘅	贾效	1
贾琛	贾芹	1
贾琛	贾藻	1
贾琛	贾兰	1
贾琛	贾蓁	1
贾琛	贾政	1
贾琛	贾芳	1
贾琛	贾琼	1
贾琛	贾菱	1
贾琛	贾芸	1
贾琛	贾琮	1
贾琛	贾蔷	2
贾琛	贾珖	1
贾琛	贾效	1
贾芹	贾藻	1
贾芹	贾兰	1
贾芹	贾蓁	1
贾芹	贾政	2
贾芹	贾芳	1
贾芹	贾琼	1
贾芹	贾菱	1
贾芹	贾芸	4
贾芹	贾琮	2
贾芹	贾蔷	1
贾芹	贾珖	1
贾芹	贾效	1
贾藻	贾兰	1
贾藻	贾蓁	1
贾藻	贾政	1
贾藻	贾芳	1
贾藻	贾琼	1
贾藻	贾菱	1
贾藻	贾芸	1
贾藻	贾琮	1
贾藻	贾蔷	1
贾藻	贾珖	1
贾藻	贾效	1
贾兰	贾蓁	1
贾兰	贾政	3
贾兰	贾芳	1
贾兰	贾琼	1
贾兰	贾菱	2
贾兰	贾芸	2
贾兰	贾琮	3
贾兰	贾蔷	1
贾兰	贾珖	1
贾兰	贾效	1
贾蓁	贾政	1
贾蓁	贾芳	1
贾蓁	贾琼	1
贾蓁	贾菱	1
贾蓁	贾芸	1
贾蓁	贾琮	1
贾蓁	贾蔷	1
贾蓁	贾珖	1
贾蓁	贾效	1
贾政	贾芳	1
贾政	贾琼	1
贾政	贾菱	1
贾政	贾芸	1
贾政	贾琮	1
贾政	贾蔷	1
贾政	贾珖	1
贾政	贾效	2
贾芳	贾琼	1
贾芳	贾菱	3
贾芳	贾芸	2
贾芳	贾琮	2
贾芳	贾蔷	3
贾芳	贾珖	1
贾芳	贾效	2
贾琼	贾菱	2
贾琼	贾芸	2
贾琼	贾琮	1
贾琼	贾蔷	2
贾琼	贾珖	1
贾琼	贾效	1
贾菱	贾芸	3
贾菱	贾琮	3
贾菱	贾蔷	2
贾菱	贾珖	1
贾菱	贾效	1
贾芸	贾琮	2
贾芸	贾蔷	1
贾芸	贾珖	1
贾芸	贾效	1
贾琮	贾蔷	1
贾琮	贾珖	1
贾琮	贾效	1
贾蔷	贾珖	1
贾蔷	贾效	1
贾珖	贾效	1
贾代儒	贾珍	1
秦业	尤氏	1
秦业	秦钟	3
秦业	贾珍	1
尤氏	秦钟	2
贾琼	贾琛	1
贾琼	贾珍	1
贾琼	贾璘	1
贾琛	贾珍	1
贾琛	贾璘	1
贾珍	贾璘	1
贾蔷	贾璘	1
贾敬	贾珍	4
贾瑞	贾珠	3
贾芳	贾珍	3
戴权	贾珍	2
贾珍	贾代化	1
史鼎	王夫人	1
贾敬	秦业	2
王成	贾珍	6
贾宝玉	北静王	6
贾宝玉	林如海	1
北静王	贾琏	1
北静王	林如海	1
贾琏	林如海	2
王成	张材家的	1
昭儿	贾琏	1
昭儿	王信	1
平儿	昭儿	1
缮国公	王夫人	1
缮国公	贾迎春	1
缮国公	贾源	1
缮国公	王信	1
缮国公	王仁	1
王夫人	贾迎春	7
王夫人	贾源	1
王夫人	王信	2
王夫人	王仁	1
贾迎春	贾源	1
贾迎春	王信	2
贾迎春	王仁	1
贾源	王信	1
贾源	王仁	1
王信	王仁	1
牛清	缮国公	1
牛清	马魁	1
牛清	马尚	1
牛清	柳彪	1
牛清	牛继宗	1
牛清	侯孝康	1
牛清	陈翼	1
牛清	贾瑞	1
牛清	侯晓明	1
牛清	贾芳	1
牛清	贾珠	1
缮国公	马魁	1
缮国公	马尚	1
缮国公	柳彪	1
缮国公	牛继宗	1
缮国公	侯孝康	1
缮国公	陈翼	1
缮国公	贾瑞	1
缮国公	侯晓明	1
缮国公	贾芳	1
缮国公	贾珠	1
马魁	马尚	1
马魁	柳彪	1
马魁	牛继宗	1
马魁	侯孝康	1
马魁	陈翼	1
马魁	贾瑞	1
马魁	侯晓明	1
马魁	贾芳	1
马魁	贾珠	1
马尚	柳彪	1
马尚	牛继宗	1
马尚	侯孝康	1
马尚	陈翼	1
马尚	贾瑞	1
马尚	侯晓明	1
马尚	贾芳	1
马尚	贾珠	1
柳彪	牛继宗	1
柳彪	侯孝康	1
柳彪	陈翼	1
柳彪	贾瑞	1
柳彪	侯晓明	1
柳彪	贾芳	1
柳彪	贾珠	1
牛继宗	侯孝康	1
牛继宗	陈翼	1
牛继宗	贾瑞	1
牛继宗	侯晓明	1
牛继宗	贾芳	1
牛继宗	贾珠	1
侯孝康	陈翼	1
侯孝康	贾瑞	1
侯孝康	侯晓明	1
侯孝康	贾芳	1
侯孝康	贾珠	1
陈翼	贾瑞	1
陈翼	侯晓明	1
陈翼	贾芳	1
陈翼	贾珠	1
贾瑞	侯晓明	1
贾瑞	贾芳	1
侯晓明	贾芳	1
侯晓明	贾珠	1
蒋子宁	裘良	1
蒋子宁	史鼎	1
蒋子宁	谢鲸	1
蒋子宁	戚建辉	1
裘良	史鼎	1
裘良	谢鲸	1
裘良	戚建辉	1
史鼎	谢鲸	1
史鼎	戚建辉	1
谢鲸	戚建辉	1
李公子	冯紫英	1
冯紫英	贾兰	1
北静王	水溶	2
贾赦	贾珍	4
贾政	水溶	3
贾宝玉	水溶	5
傅试	水溶	1
秦业	水溶	1
秦钟	水溶	1
水溶	王夫人	1
贾珠	贾宝玉	1
贾珠	贾敬	1
贾珠	水溶	1
贾宝玉	贾敬	10
贾敬	水溶	1
贾珍	水溶	1
水溶	贾赦	2
贾蓉	贾赦	3
智能	贾宝玉	1
智能	净虚	2
智能	智善	1
智能	秦钟	1
贾宝玉	净虚	2
贾宝玉	智善	2
净虚	智善	1
净虚	秦钟	1
智善	秦钟	1
李公子	智能	1
李公子	净虚	1
贾宝玉	智能	4
秦钟	智能	10
王荣	智能	1
智善	智能	1
金哥	李公子	1
贾珍	净虚	1
来旺	贾琏	1
贾珍	贾珠	3
贾元春	贾藻	1
贾元春	秦钟	1
贾元春	贾宝玉	3
贾藻	秦钟	1
贾藻	贾宝玉	1
秦钟	贾宝玉	1
云光	王信	1
贾敕	贾敬	1
贾敕	夏守忠	1
贾政	贾敬	3
贾政	夏守忠	1
贾敬	夏守忠	1
尤氏	赖大	2
尤氏	贾迎春	1
尤氏	王信	1
尤氏	李纨	22
赖大	王夫人	3
赖大	贾迎春	1
赖大	王信	1
赖大	李纨	1
王夫人	李纨	8
贾迎春	李纨	9
王信	李纨	2
王信	赖大	1
王信	贾敬	1
赖大	贾敬	2
秦业	智能	1
王信	贾琏	8
王信	贾宝玉	6
贾琏	贾宝玉	2
林黛玉	贾宝玉	3
贾琏	王子腾	2
王子腾	林黛玉	1
贾元春	王信	1
贾迎春	贾宝玉	4
北静王	林黛玉	1
北静王	贾珍	1
林黛玉	贾珍	2
平儿	贾菱	9
贾琏	李嬷嬷	1
平儿	李嬷嬷	5
贾琏	贾珍	31
李贵	贾琏	3
李贵	皇帝	1
李贵	李嬷嬷	2
皇帝	李嬷嬷	1
皇帝	王夫人	1
李嬷嬷	王夫人	3
王仁	卜固修	1
王仁	贾蔷	1
卜固修	贾蔷	1
平儿	赵天栋	1
平儿	赵天梁	1
赵天栋	李嬷嬷	1
赵天栋	赵天梁	1
李嬷嬷	赵天梁	1
贾琏	贾敬	3
贾敬	贾蔷	1
王荣	贾敷	1
贾敷	贾赦	1
赖大	贾珍	3
赖大	贾赦	2
赖大	吴新登	2
赖大	贾琏	4
赖大	林之孝	1
赖大	程日兴	1
赖大	贾政	1
赖大	詹光	1
贾珍	吴新登	1
贾珍	林之孝	1
贾珍	程日兴	1
贾珍	詹光	1
贾赦	吴新登	1
贾赦	林之孝	1
贾赦	程日兴	1
贾赦	詹光	1
吴新登	贾琏	1
吴新登	林之孝	1
吴新登	程日兴	1
吴新登	贾政	1
吴新登	詹光	1
贾琏	林之孝	1
贾琏	程日兴	1
贾琏	詹光	1
林之孝	程日兴	1
林之孝	贾政	1
林之孝	詹光	1
程日兴	贾政	1
程日兴	詹光	2
贾政	詹光	1
贾珍	赖大	1
贾宝玉	秦业	7
贾政	秦钟	2
贾政	秦业	3
傅试	王荣	1
傅试	李贵	1
傅试	秦钟	1
傅试	秦业	2
傅试	贾敷	1
贾宝玉	贾敷	3
秦业	贾敷	1
秦业	贾政	1
贾敷	贾政	1
贾芳	贾政	3
李贵	傅试	2
贾宝玉	贾芹	1
贾宝玉	贾葛	1
贾芹	贾葛	1
贾政	贾葛	1
贾源	贾政	1
贾蘅	贾葛	3
贾蘅	贾芷	6
贾兰	贾葛	1
贾兰	贾芷	1
贾葛	贾芸	1
贾葛	贾芷	2
贾芸	贾芷	1
贾芳	贾兰	1
王成	贾兰	2
贾蘅	贾宝玉	3
贾蘅	贾芬	4
贾宝玉	贾芬	1
贾宝玉	贾芷	1
贾芬	贾芷	4
贾政	贾芷	1
贾芳	贾源	1
贾政	贾源	1
薛宝钗	王夫人	25
李贵	林之孝	1
妙玉	林之孝	1
贾演	贾蔷	3
贾蔷	王夫人	1
史鼎	薛蟠	1
薛蟠	贾珠	2
贾元春	昭容	1
李贵	彩缤	1
王成	玻璃	1
王成	贾荇	2
玻璃	贾荇	1
玻璃	贾珠	1
贾政	贾宝玉	1
王信	王成	6
傅试	王成	2
傅试	王信	1
王成	贾宝玉	3
王成	王信	3
昭容	贾政	1
昭容	贾赦	1
王荣	史太君	1
王荣	昭容	1
史太君	昭容	1
李纨	王熙凤	1
贾赦	昭容	1
贾政	贾瑞	2
李贵	尤氏	1
贾芬	贾葛	1
贾芳	贾荇	1
贾菱	贾荇	3
贾迎春	王成	2
王信	贾探春	2
贾芳	薛宝钗	4
贾芳	秦钟	2
贾芳	贾瑞	1
薛宝钗	秦钟	2
贾源	林黛玉	2
贾宝玉	贾蘅	2
贾芳	贾芷	1
贾元春	贾琼	1
贾元春	贾兰	1
贾琼	贾宝玉	2
贾琼	贾兰	1
龄官	贾演	1
龄官	贾蔷	6
李贵	龄官	1
贾敬	贾赦	4
贾蓉	贾环	1
贾琏	贾环	3
贾珍	贾环	5
贾琏	薛蟠	2
茗烟	王成	1
茗烟	袭人	3
茗烟	贾芳	4
袭人	贾芳	23
茗烟	李嬷嬷	1
王信	李嬷嬷	2
李嬷嬷	茜雪	2
贾宝玉	李纹	15
李纹	晴雯	7
袭人	王信	6
薛宝钗	王熙凤	1
袭人	林黛玉	25
薛宝钗	李嬷嬷	2
晴雯	鸳鸯	1
晴雯	李纹	3
晴雯	碧痕	2
晴雯	李绮	4
晴雯	琥珀	1
鸳鸯	李纹	1
鸳鸯	碧痕	1
鸳鸯	李绮	2
鸳鸯	琥珀	13
